Longitude,Latitude,Loc_Name,Area,Country_ID,Rainfall,Temperature,Soil_Type,Presence
41.96083333,17.78444444,wadi nahb,80,SA,73.11,28.4,Laterite,1
41.12972222,19.65666667,aldawaia,80,SA,351.41,40.55,Peat,0
41.98611111,17.82805556,armrm,20,SA,100.45,27.3,Laterite,1
41.40388889,18.56027778,wadi mslt,60,SA,71.25,25.29,Alluvial,1
41.14611111,19.695,aldawaia,60,SA,119.41,35.06,Clay ,0
40.9025,19.74138889,hshamal om alfiah,40,SA,129.03,11.42,Sandy ,1
41.41944444,18.57222222,wadi mslt,8,SA,73.39,34.84,Loam,1
41.40194444,18.56861111,wadi mslt,50,SA,108.32,32.56,Sandy ,1
41.42666667,18.56972222,wadi mslt,4,SA,22.73,10.04,Loam,0
40.55166667,20.16083333,kabah,30,SA,316.83,5.97,Clay ,0
40.60416667,20.19861111,shamal alswaeda,10,SA,45.58,26.86,Sandy ,1
40.59833333,20.18777778,garb alswaeda,15,SA,323.44,9.54,Laterite,0
41.12277778,19.67944444,aldawaia,60,SA,123.19,38.05,Loam,1
41.17888889,19.67361111,ganob altoaban,128,SA,112.76,17.2,Sandy ,0
41.10472222,19.69361111,aldawaia,40,SA,53.25,32.85,Unknown,1
41.08138889,19.65222222,aldawaia,60,SA,276.67,21.88,Loam,0
41.76194444,17.90361111,almktoa,1,SA,132.76,37.36,Peat,0
42.46444444,17.49666667,kapt albgar,80,SA,364.96,6.37,Alluvial,0
41.96388889,17.83611111,albdwah alhraedah,20,SA,141.05,24.52,Laterite,0
41.23888889,19.35111111,alholaefah,100,SA,34.18,31.37,Sandy ,1
41.17111111,19.32916667,albeshiah,150,SA,105.87,39.71,Sandy ,1
41.19805556,19.6825,alsheb alyamani,80,SA,317.41,16.43,Clay ,0
41.17138889,19.65222222,aldawaia,60,SA,171.94,18.24,Sandy ,0
40.99305556,19.73944444,bani shehab,330,SA,28.43,37.72,Alluvial,1
41.06805556,19.2925,almfsh,80,SA,370.49,17.85,Laterite,0
41.1275,19.33611111,dar alkapt,70,SA,162.66,8.47,Alluvial,0
41.05833333,19.32166667,mahtah bahni,90,SA,284.59,18.76,Alluvial,0
41.03083333,19.41388889,alwatah,80,SA,201.07,35.04,Alluvial,0
42.4325,17.49083333,kapt albgar,50,SA,26.83,40.12,Unknown,1
42.37388889,17.425,almadinah alaqtsadia,80,SA,131.24,38.85,Clay ,0
41.10944444,19.69611111,aldawaia,60,SA,76.77,25.18,Alluvial,1
41.2125,18.97944444,alwatah,40,SA,80.7,25.1,Laterite,1
41.26055556,19.1325,raean,100,SA,59.15,34.48,Clay ,0
41.10944444,19.69611111,aldawaia,140,SA,208.78,33.36,Unknown,0
41.11861111,19.71305556,aldawaia,60,SA,101.04,20.8,Alluvial,0
41.23694444,19.27722222,alholaefah,100,SA,107.56,5.3,Loam,0
41.96388889,17.83611111,albdwah,20,SA,135.24,33.37,Clay ,0
41.24166667,19.29888889,raean,100,SA,117.63,25.89,Sandy ,0
41.11472222,19.26166667,agah,35,SA,392.99,24.08,Laterite,0
41.15361111,19.27305556,aldaablah,40,SA,198.38,22.41,Alluvial,0
41.09694444,19.45194444,alshaierah,70,SA,206.5,33.26,Sandy ,0
41.20222222,19.28722222,alholaefah,90,SA,394.26,19.93,Alluvial,0
41.41416667,19.16111111,kamis harb,40,SA,335.57,33.68,Sandy ,0
41.72638889,17.94944444,albrak,50,SA,278.07,14.92,Sandy ,0
41.74722222,17.95888889,wadi hamdah,40,SA,331.05,26.55,Unknown,0
42.48027778,17.46055556,abu alhashaf,60,SA,341.95,24.25,Laterite,0
42.4775,17.48666667,samrat algd,80,SA,328.39,21.92,Loam,0
42.41,17.64111111,wadi samrah,50,SA,258.41,22.7,Clay ,0
41.20527778,19.51861111,aldawaia,60,SA,141.66,17.18,Clay ,0
41.05472222,19.31861111,almfesh,80,SA,59.31,32.63,Sandy ,1
41.10861111,19.32861111,algarwiah,80,SA,275.76,11.21,Sandy ,0
35.83416667,20.62583333, ,200,SU,297.69,27.31,Laterite,0
35.84972222,20.75305556, ,80,SU,52.97,32.81,Peat,1
35.87666667,20.87, ,90,SU,188.54,31.19,Sandy ,0
42.76277778,28.49888889,south of goba,270,SA,340.26,6.99,Peat,0
40.96083333,26.4325,wasmah,220,SA,113.93,32.74,Unknown,1
40.94972222,26.46,NORTH,100,SA,232.98,36.38,Clay ,0
40.91638889,26.4625,SOUTH & NORTH OF WSM,160,SA,245.99,30.02,Sandy ,0
40.84722222,27.71527778,HIRAN,280,SA,248.09,16.39,Alluvial,0
41.45416667,19.09333333,shohatah,180,SA,30.1,34.45,Alluvial,1
41.2625,19.03361111,aldashesh,200,SA,169.4,17.46,Alluvial,0
41.13055556,19.67944444,aldwaia,50,SA,272.71,17.06,Unknown,0
41.18166667,19.735,bani hsahab,540,SA,15.39,37.96,Clay ,0
41.21861111,19.52722222,albanan,320,SA,10.6,32.72,Clay ,0
41.02472222,19.49527778,sahel nawan,180,SA,391.58,16.28,Laterite,0
42.34916667,17.43027778,shamal almnzalh,140,SA,103.61,10.65,Clay ,0
41.11,19.30416667,kapt lomah,80,SA,378.79,29.06,Peat,0
41.17166667,19.32833333,albaeshiah,80,SA,21.24,38.4,Loam,1
41.15138889,19.3175,sharq alqarwiah,30,SA,385.02,25.97,Laterite,0
41.155,19.30166667,albaeshiah,80,SA,154.63,29.71,Sandy ,0
41.09666667,19.70972222,albadaah,80,SA,289.3,24.83,Loam,0
40.68805556,20.23166667, ,0.001,SA,136.41,39.67,Laterite,0
40.6675,20.25166667, ,0.005,SA,290.02,35.32,Sandy ,0
41.13027778,19.65666667,aldawaia,60,SA,209.55,39.7,Alluvial,0
41.12,19.64416667,aldwaia,20,SA,139.2,40.44,Sandy ,0
41.21083333,19.51361111,aldawaia,60,SA,176.44,22.08,Peat,0
41.13055556,19.63694444,albgagaer,50,SA,60.57,38.24,Clay ,1
41.12694444,19.63805556,aldawaia,40,SA,103.49,14.75,Clay ,0
41.15166667,19.62138889,aldawaia,40,SA,55.62,38.67,Laterite,1
41.23888889,19.35111111,alholaefah,100,SA,154.27,39.25,Clay ,0
41.19972222,19.30055556,salm bin hatash,150,SA,107.39,24.38,Sandy ,1
41.12777778,19.22944444,alskaerah,120,SA,53.52,14.28,Alluvial,0
41.19972222,19.30055556,salm bin hatash,120,SA,173.35,24.75,Peat,0
41.23472222,19.19194444,alskaerah,120,SA,143.45,34.21,Clay ,0
41.34944444,19.18777778,om alslm,50,SA,85.62,37.7,Laterite,1
41.43,19.17305556,kamis harb,60,SA,263.36,28,Alluvial,0
41.40694444,19.19555556,blad harb,130,SA,291.05,16.62,Unknown,0
41.13722222,19.70111111,albadaah,60,SA,23.56,26.9,Clay ,0
41.13055556,19.71555556,aldawaia,50,SA,64.58,8.69,Unknown,0
41.09638889,19.45888889,alshaerah,70,SA,222,39.92,Alluvial,0
41.11444444,19.26222222,agah,80,SA,211.03,23.59,Alluvial,0
41.10361111,19.30666667,garb alholawfah,80,SA,213.85,24.57,Sandy ,0
41.12305556,19.34722222,almten,70,SA,182.56,35.67,Sandy ,0
41.10277778,19.32777778,algazwiah,60,SA,302.36,20.78,Clay ,0
41.23083333,19.2775,alamair,100,SA,397.84,40.02,Loam,0
41.22194444,19.08055556,al ziad,100,SA,229.46,5.2,Clay ,0
41.22888889,19.16972222,alslel,200,SA,274.07,26.02,Sandy ,0
41.13777778,19.69944444,albadaah,60,SA,104.59,27.44,Sandy ,1
40.85722222,20.08472222,wadi sial,45,SA,315.2,22.61,Sandy ,0
40.88194444,20.09722222,alngaah,15,SA,175.98,12.7,Unknown,0
40.81916667,19.76166667,algoaa,10,SA,382.52,10.59,Sandy ,0
40.88555556,19.59916667,algahdah,15,SA,307.38,5.42,Loam,0
40.92361111,19.71583333, ,40,SA,49.92,30.33,Laterite,1
40.91805556,19.72527778, ,40,SA,45.4,12.32,Sandy ,0
40.63611111,20.15388889,betraen,10,SA,355.43,18.93,Peat,0
40.84833333,20.18694444,algobaes,10,SA,115,30.16,Loam,1
41.14472222,19.29083333,sharq agah,60,SA,150.56,38.52,Peat,0
41.26361111,19.38944444,alser,40,SA,238.55,7.99,Clay ,0
41.14361111,19.68416667,aldwaia,80,SA,383.47,31.59,Sandy ,0
41.02361111,19.70694444,albadaah,80,SA,374.36,22.55,Unknown,0
41.13833333,19.66805556,sharq altoaban,30,SA,102.66,25.24,Sandy ,1
41.15166667,19.68666667,aldawaia,40,SA,257.96,25.81,Clay ,0
41.10472222,19.66694444,aldawaia,60,SA,345.34,18.77,Laterite,0
41.10222222,19.66972222,aldawaia,60,SA,267.93,35.58,Unknown,0
41.11916667,19.59027778,albgagaer,50,SA,378.91,26.84,Alluvial,0
41.18277778,19.65666667,aldawaia,20,SA,139.87,35.26,Clay ,0
42.84916667,17.43027778,alshgnah,180,SA,341.28,38.69,Laterite,0
41.17583333,19.665,aldawaia,90,SA,106.02,25.94,Sandy ,1
40.68222222,20.11861111,shamal alshaqah,40,SA,44.88,34.26,Peat,1
40.89666667,19.70166667,hafar,50,SA,379.05,13.77,Sandy ,0
40.66333333,20.26083333,aldmnah,50,SA,145.78,12.94,Unknown,0
41.1825,18.92333333,alzwahrah,120,SA,244.36,34.48,Sandy ,0
41.69777778,20.24055556,abu sraekah,80,SA,394.62,37.64,Alluvial,0
40.92083333,19.72527778,asaelah,25,SA,225.84,7.62,Alluvial,0
40.88222222,20.09805556,alnkaah,40,SA,107.1,33.92,Unknown,1
40.95583333,19.83861111,de work,60,SA,72.18,26.22,Laterite,1
36.92194444,26.58833333,alaredah,100,SA,281.24,18.22,Sandy ,0
41.385,18.55944444,wadi alhgn,10,SA,126.48,10.43,Alluvial,0
41.14138889,19.59388889,hadbat zbaed,250,SA,57.18,25.32,Loam,1
41.21277778,19.46472222,alahsbah,150,SA,358.13,20.38,Laterite,0
45.58333333,10.29111111,Farta-morohda,0,SO,74.87,33.64,Laterite,1
45.55722222,10.30777778,Beyo-Gulan,6,SO,75.01,32.41,Clay ,0
38.36166667,17.85805556, ,35,SU,155.25,24.75,Clay ,0
40.14444444,11.335,Weantuforsa,1000,ET,149.28,7.25,Peat,0
40.13444444,11.32527778, ,5,ET,15.66,15.31,Unknown,0
40.53361111,11.39277778,Leas,100,ET,152.19,29.47,Loam,0
40.53361111,11.39444444,Leas2,100,ET,5.06,36.36,Peat,0
40.2625,11.68305556,Asreged,300,ET,312.34,12.69,Peat,0
40.30555556,11.70055556,Asreged3,8,ET,393.44,40,Unknown,0
40.30333333,11.70277778,Asreged4,2,ET,234.26,33.22,Loam,0
40.36777778,11.51777778,Geregera3,10,ET,354.45,19.04,Laterite,0
40.32555556,11.70444444,Asreged5,10,ET,91.16,7.63,Sandy ,0
40.17916667,11.35527778,Samsam2,10,ET,385.91,22.45,Loam,0
40.13444444,11.32527778,Samasam,2.5,ET,74.49,7.56,Clay ,0
40.72861111,11.38305556,Leas6,5,ET,321.58,7.88,Sandy ,0
40.72944444,11.37888889,Leas5,8,ET,132.09,19.09,Laterite,0
40.11777778,11.3625,Semseme 2,4,ET,202.42,7.53,Clay ,0
40.29027778,11.65305556,Gurala 3,6,ET,287.43,36.97,Loam,0
40.41944444,11.50861111,Geregera 1,50,ET,226.54,20.13,Laterite,0
40.74638889,11.51027778,Fialo 1,12,ET,185.64,20.06,Alluvial,0
40.68611111,11.34416667,Leass 1,5,ET,105.29,38.89,Sandy ,1
40.70333333,11.355,Leass 2,25,ET,288.2,9.86,Peat,0
40.75305556,11.53611111,Leass 3,23,ET,395.08,25.24,Loam,0
40.70888889,11.39916667,Leass 4,12,ET,237.32,5.21,Unknown,0
40.74638889,11.51027778,Fialo 2,10,ET,228.34,25.88,Peat,0
40.46416667,11.49888889,Gergera-3,20,ET,328.68,16.55,Laterite,0
40.66972222,11.34361111,Woranso,1,ET,67.54,31.34,Peat,1
39.89194444,15.43638889, ,150,ER,391.15,36.85,Laterite,0
40.15777778,11.36277778,Semeseme,10,ET,246.67,31.18,Unknown,0
39.93305556,12.41055556,Yalo 2,1.5,ET,114.77,10.72,Clay ,0
39.87055556,12.39305556,Yalo 3,1.5,ET,105.05,12.72,Loam,0
41.38055556,19.13888889, ,70,SA,37.01,25.39,Alluvial,1
41.73027778,17.92972222,wadi hamdah,60,SA,370.08,12.3,Loam,0
41.28194444,18.86694444,hashemh,60,SA,354.02,13.05,Loam,0
42.2575,17.58972222, ,80,SA,272.95,30.73,Unknown,0
42.35888889,17.41666667, ,20,SA,16.4,18.8,Peat,0
39.20638889,15.8425, ,30,ER,90.36,25.64,Alluvial,1
39.16138889,15.85555556, ,20,ER,263.49,17.99,Alluvial,0
40.63527778,20.1525,alzmaliat,50,SA,179.84,24.04,Sandy ,0
42.29138889,17.64555556,mnshbah,60,SA,261.85,12.24,Sandy ,0
40.77638889,20.18444444,wadi slaq,40,SA,65.99,28.81,Laterite,1
41.99222222,17.79527778,kariat alshaaf,20,SA,398.34,8.07,Clay ,0
42.01111111,17.785,kariat alshaaf,30,SA,367.09,10.89,Peat,0
40.88861111,19.72722222, ,70,SA,372.51,20.38,Laterite,0
41.11333333,19.71694444,albadaah,100,SA,240.62,21.36,Sandy ,0
41.7025,19.93583333,albadaah,100,SA,166.74,32.26,Laterite,0
41.10222222,19.70777778,albadaah,80,SA,115.65,37.54,Unknown,1
41.05777778,19.71694444,albadaah,80,SA,94.07,14.55,Clay ,0
38.47583333,17.68805556, ,20,ER,95.12,27.33,Clay ,0
38.48472222,17.86694444, ,20,ER,328.2,23.99,Unknown,0
38.47916667,17.87444444, ,2,ER,48.55,28.58,Sandy ,1
38.51472222,17.72638889, ,20,ER,289.52,16.85,Alluvial,0
36.27416667,18.28527778, ,50,SU,200.15,31.19,Alluvial,0
37.24638889,26.00138889,algdaer alders,400,SA,389.44,36.62,Laterite,0
37.26777778,25.86861111,algdaer,400,SA,297.78,37.75,Laterite,0
37.33416667,24.80138889,alrdhah,50,SA,257.83,12.27,Alluvial,0
37.24166667,25.95194444,algdaer,80,SA,266.45,19.81,Laterite,0
37.27722222,25.90166667,om hadg,100,SA,328.13,6.55,Clay ,0
37.40388889,24.97888889,om adam,30,SA,326.38,23.35,Loam,0
37.36777778,25.12472222,smaen,50,SA,73.41,18.32,Peat,0
32.68972222,19.27277778, ,25,SU,213.25,7.26,Loam,0
32.53027778,19.06972222, ,5,SU,336.4,12.21,Sandy ,0
40.21333333,21.2725,wadi aldigah,100,SA,42.87,31.53,Loam,1
40.17888889,21.38972222,alhsasnah,170,SA,6.7,24.2,Sandy ,0
40.09138889,21.23583333,om alrakah,90,SA,390.83,7.97,Unknown,0
36.925,26.01611111,alrwaedah,300,SA,392.65,14.41,Laterite,0
38.21388889,24.15833333,om rgaebah,40,SA,132.24,23.9,Peat,0
37.245,25.95472222,wadi algdaer,40,SA,337.28,31.93,Unknown,0
41.24694444,27.02,gouna,60,SA,382.45,40.04,Unknown,0
40.735,26.03583333,wadi alromah,200,SA,342.45,34.15,Clay ,0
40.51,26.16833333,wadi alfahad,100,SA,277.74,23.23,Laterite,0
40.41277778,26.61416667,heail,100,SA,66.29,14.04,Peat,0
40.56527778,26.81388889,shar,20,SA,45.78,25.31,Peat,1
42.61638889,27.29861111,alsyaga,30,SA,364.35,9.75,Sandy ,0
40.44305556,26.02027778,aldwadam,100,SA,390.22,13.19,Alluvial,0
42.61527778,27.29583333,alseya,60,SA,278.32,37.78,Peat,0
40.47472222,26.16833333,alzwamea,80,SA,394.93,5.44,Peat,0
41.36527778,26.79638889,alwafa,75,SA,315.44,39.5,Laterite,0
42.89444444,27.37861111,nahial,70,SA,302.23,23.58,Clay ,0
41.11027778,26.11333333,deage,50,SA,397.92,14.44,Loam,0
37.41583333,25.06194444,alksarh,10,SA,37.42,33.11,Alluvial,1
40.18027778,21.38722222,alshgah,105,SA,345.89,8.95,Unknown,0
37.28472222,25.685,smen,25,SA,278.27,26.06,Laterite,0
40.285,21.64138889,alhsasnah,100,SA,318.23,28.92,Unknown,0
40.95833333,19.93194444,de work,80,SA,140.5,7.5,Alluvial,0
38.27583333,24.11888889,om rgaebah,40,SA,132.78,40.27,Alluvial,0
41.73972222,17.99,algob,20,SA,309.41,19.8,Unknown,0
41.40833333,19.10166667,kariat swaed,50,SA,111.01,35.87,Unknown,1
41.44694444,19.11972222,blad asaebah,70,SA,231.28,24.45,Loam,0
41.31888889,19.06888889,klaiah,90,SA,246.08,29.66,Alluvial,0
41.29944444,19.10222222,gabl mrshd,30,SA,151.37,28.06,Peat,0
41.0775,19.70944444,albadaah,60,SA,35.16,14.23,Clay ,0
41.07111111,19.70361111,albadaah,40,SA,147,18.07,Clay ,0
40.64416667,20.16444444,alhair,70,SA,287.61,15.68,Loam,0
42.25027778,17.88277778,algob,40,SA,254.87,6.66,Sandy ,0
41.97111111,17.80694444,alhraedah,60,SA,273.65,33.79,Alluvial,0
41.18777778,19.49111111,alshagaz,80,SA,48.68,31.02,Laterite,1
40.3525,21.46805556,aldaigah,110,SA,125.57,18.55,Peat,0
40.35472222,21.43583333,aldaigah,60,SA,62.55,32.44,Sandy ,1
42.3575,17.4175, ,40,SA,368.66,33.58,Loam,0
40.91027778,19.89416667,de work,40,SA,107.06,20.61,Laterite,0
41.20833333,18.95,abu graen,200,SA,5.57,32.53,Loam,0
38.675,24.26416667,om rgaebah,40,SA,369.36,8.72,Clay ,0
38.87944444,23.67111111,alfger,20,SA,19.86,25.72,Laterite,0
38.10055556,24.2875,abu garn,20,SA,121.65,6.06,Clay ,0
40.35388889,21.4525,aldigah,70,SA,337.19,8.51,Loam,0
40.33583333,21.47555556,aldigah,60,SA,209.63,29.75,Alluvial,0
41.08111111,19.28277778,algazwiah,160,SA,22.69,16.76,Peat,0
41.25527778,19.07333333,mrshed,100,SA,186.58,17.42,Loam,0
40.92166667,19.61611111,dogah,140,SA,278.96,28.28,Loam,0
40.67666667,20.19027778,betraen,40,SA,249.07,28.97,Sandy ,0
41.04166667,19.40083333,albadaah,40,SA,179.24,32.97,Sandy ,0
41.71,17.95777778,alhraedah,100,SA,116.29,27.39,Peat,0
41.72222222,17.93277778,wadi hamdah,300,SA,323.1,32.27,Laterite,0
40.58583333,20.23833333,barq alndoh,40,SA,349.92,22.17,Loam,0
40.62583333,20.25472222,alndoh,30,SA,124.83,7.82,Clay ,0
41.2675,19.07944444,mrshed,120,SA,197.23,34.37,Clay ,0
41.2675,19.07944444,mrshed,220,SA,350.38,26.16,Alluvial,0
41.19583333,18.94527778,abu alrkam,120,SA,248.5,34.13,Loam,0
41.83833333,18.40861111,thalotha yabah,100,SA,39.49,7.09,Unknown,0
41.50527778,18.84583333,shaea,60,SA,99.2,35.9,Sandy ,1
40.65472222,20.25416667,dabain,80,SA,7.48,26.68,Peat,0
40.75444444,20.23805556,labn,70,SA,390.93,38.25,Laterite,0
40.77083333,20.19583333,slaq,40,SA,48.11,34.35,Peat,1
40.92666667,19.72083333,arak bani shahab,80,SA,339.02,32.15,Unknown,0
40.925,19.73027778,asaelah,120,SA,295.18,9.21,Peat,0
40.97861111,19.73333333,arak bani shahab,120,SA,64.27,12.45,Clay ,0
41.74888889,17.92055556,hamdah,40,SA,239.64,37.48,Laterite,0
41.33361111,19.0725,mrshd,240,SA,161.8,21,Loam,0
41.23611111,18.95027778,algkoz/ almnksr,120,SA,181.08,18.6,Loam,0
41.24861111,19.0475,aldaashesh,100,SA,311.85,13.26,Clay ,0
40.88694444,19.59277778,dogah,120,SA,264.53,30.44,Clay ,0
41.34472222,19.0125,alkoz,40,SA,35.64,17.42,Laterite,0
41.99444444,17.77833333,alhgaenah,70,SA,270.64,6.39,Peat,0
41.99277778,17.76916667,alshaaf,80,SA,366.18,34.13,Loam,0
42.32166667,17.65222222,mnshabah,140,SA,265.61,12.26,Loam,0
42.67944444,17.78111111,alhraedah,40,SA,42.51,33.87,Peat,1
40.3575,21.45777778,aldigah,40,SA,50.22,29.47,Sandy ,1
40.35222222,21.46555556,aldeigah,50,SA,396.75,28,Unknown,0
41.40361111,18.56,wadi mslt,20,SA,394.3,37.56,Peat,0
40.8825,20.09416667,alngaah,200,SA,69.38,35.27,Laterite,1
40.86833333,20.04388889,algoaa,500,SA,280.12,26.22,Laterite,0
40.88055556,20.05777778,alhognah,100,SA,32.59,19.43,Peat,0
41.26527778,19.44527778,yabs,60,SA,37.91,36.74,Peat,1
41.00027778,19.55777778,garma,80,SA,392.98,37.5,Laterite,0
40.91222222,19.60416667,dogah,160,SA,309.27,16.08,Sandy ,0
42.07194444,17.67333333,altahliah,40,SA,222.98,31.21,Unknown,0
41.19333333,18.93277778,alkoz/ alsmrah,100,SA,27.03,35.27,Loam,1
42.67444444,17.7775,alhraedah,600,SA,295.61,22.86,Alluvial,0
40.35305556,21.41888889,alkaef,50,SA,353.49,28.94,Loam,0
42.76833333,17.74527778,kapt bin gbran,120,SA,379.29,31.51,Clay ,0
40.9875,19.55555556,grma,80,SA,197.21,35.19,Loam,0
41.27777778,19.04583333,aglan,40,SA,98.89,6.65,Unknown,0
41.25666667,19.075,mrshd,140,SA,109.33,5.5,Sandy ,0
41.36833333,18.92722222,alser,120,SA,162.43,31.7,Unknown,0
41.38444444,18.94666667,haelat almgaadah,120,SA,397.01,26.4,Sandy ,0
42.47416667,17.48638889,kapt alfalk,80,SA,336.11,15.55,Clay ,0
40.92305556,19.71222222,arak bani shahab,80,SA,359.1,15.18,Peat,0
41.12027778,19.34694444,almaten,70,SA,215.18,31.75,Sandy ,0
41.4675,18.73472222,kapt alahamrah,180,SA,38.23,33.18,Alluvial,1
41.33666667,18.93166667,thalotha yabah,80,SA,264.07,14.79,Peat,0
41.36277778,18.94,thalotha yabah,20,SA,363.23,28.54,Alluvial,0
41.40666667,18.95138889,kapt almgaadah,60,SA,333.86,6.26,Loam,0
41.16194444,18.97583333,bani sahar,60,SA,293.31,15.69,Loam,0
41.19972222,19.30055556,salm bin hatash,200,SA,390.04,22.25,Sandy ,0
41.22416667,19.2975,alamair,80,SA,295.24,32.55,Loam,0
41.36666667,18.90611111,sharq almahpt,100,SA,374.03,23.03,Loam,0
41.7175,17.93388889,alnfah,40,SA,206.97,37.42,Loam,0
40.89833333,20.08555556,alhognah,80,SA,381.09,13.82,Clay ,0
42.23777778,17.61777778, ,40,SA,207.34,37.99,Peat,0
41.35111111,18.9025,alser,140,SA,192.89,28.89,Laterite,0
41.48083333,18.74111111,kapt alahamrh,120,SA,300.34,29.19,Unknown,0
42.51305556,17.78027778,alhraedah,40,SA,129.61,15.67,Unknown,0
40.89138889,20.0975,alhognah,80,SA,45.77,26.52,Clay ,0
42.0525,17.75222222,qariat agbe,30,SA,74.63,11.01,Unknown,0
41.40083333,18.94666667,kapt almgaadah,50,SA,353.22,5.1,Unknown,0
42.30361111,17.64333333, ,30,SA,114.77,25.25,Loam,1
41.37361111,18.9225,alsr,60,SA,246.87,21.25,Unknown,0
41.39861111,18.89888889,almgawe,60,SA,88.44,21.87,Laterite,0
40.88555556,20.70194444,alhognah,20,SA,342.01,6.13,Alluvial,0
41.36916667,18.90583333,almhpat,60,SA,82.12,13.51,Laterite,0
41.90583333,18.34666667,alser,60,SA,378.91,28.43,Peat,0
41.72388889,17.93027778,wadi hamdah,50,SA,174.18,22.35,Sandy ,0
42.28305556,17.50138889, ,40,SA,235.42,23.95,Clay ,0
42.21305556,17.60388889, ,10,SA,121.95,24.33,Sandy ,0
42.30166667,17.58694444, ,60,SA,18.25,15.05,Clay ,0
41.38861111,18.94888889,alhaelah,80,SA,323.48,20.78,Unknown,0
41.36194444,18.89638889,almahbat,200,SA,39.08,6.79,Loam,0
42.37388889,17.41777778, ,80,SA,328.1,6.93,Clay ,0
42.13555556,17.68555556,alberk,20,SA,73.76,27.86,Sandy ,1
40.86333333,20.0625,goaa,25,SA,269.37,31.81,Peat,0
40.86944444,20.01444444,algoaa,15,SA,150.25,29.64,Sandy ,0
40.89638889,20.03,algoaa,60,SA,174.57,11.59,Clay ,0
41.38472222,18.92833333,alsr,60,SA,120.02,27.76,Peat,1
42.04166667,17.75166667,almozaeraah,30,SA,129.13,28.66,Clay ,0
38.49472222,24.47055556, ,65,SA,282.26,25.18,Unknown,0
38.48277778,24.53277778, ,50,SA,155.63,24.03,Sandy ,0
38.4875,24.6175, ,85,SA,329.17,26.95,Alluvial,0
38.19055556,24.18361111, ,170,SA,313.54,6.01,Clay ,0
37.20916667,25.26861111,omlg,70,SA,8.42,20.2,Unknown,0
39.56861111,21.81111111,alshamiah,100,SA,105.23,10.5,Unknown,0
39.75472222,21.67555556,aen shams,110,SA,394.77,8.06,Peat,0
39.75361111,21.81194444,aen shams,30,SA,180.44,25.13,Loam,0
39.75444444,21.67527778,aen shams,150,SA,204.21,29.95,Unknown,0
39.54444444,21.80166667,alshamiah,50,SA,301.28,21.29,Laterite,0
39.75555556,21.67388889,aen shams,20,SA,274.44,38.34,Clay ,0
41.36416667,19.02166667,almfarg,50,SA,277.1,40.35,Peat,0
41.25805556,19.06694444,mrshed,200,SA,366.61,13.43,Loam,0
42.95833333,17.81027778,wadi nhab,40,SA,397.56,38.62,Sandy ,0
40.90694444,19.74555556,om alfiah,50,SA,256.61,24.97,Peat,0
42.21222222,17.62333333,etwed,40,SA,221.86,33.33,Loam,0
40.65222222,20.19111111,betraen,30,SA,120.74,17.53,Laterite,0
